name,team,pos,age,GP,GS,MPG,PTS,REB,OREB,DREB,AST,STL,BLK,TOV,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%
D.J. Carton,TOR,SG,23,4,0,9.0,2.8,1.0,0.5,0.5,0.8,0.3,0.0,0.3,0.8,2.0,.375,0.3,1.0,.250,1.0,1.3,.800
Henri Drell,CHI,SF,23,4,0,7.5,2.8,1.0,0.3,0.8,1.0,0.5,0.3,0.5,1.0,2.5,.400,0.5,1.5,.333,0.3,0.5,.500
Orlando Robinson,MIA,C,23,36,7,8.4,2.8,2.3,0.8,1.6,0.9,0.2,0.2,0.5,1.0,2.0,.500,0.2,0.4,.533,0.5,0.7,.760
Emoni Bates,CLE,SF,20,15,0,8.9,2.7,0.9,0.1,0.9,0.7,0.1,0.1,0.5,1.0,3.3,.306,0.7,2.2,.303,0.1,0.3,.250
Leaky Black,CHO,SF,24,26,3,10.9,2.7,1.8,0.3,1.5,0.9,0.3,0.4,0.2,1.0,2.0,.481,0.3,0.8,.450,0.4,0.6,.667
Damian Jones,CLE,C,28,39,0,6.9,2.7,1.6,0.5,1.1,0.4,0.2,0.3,0.3,1.1,1.8,.597,0.1,0.4,.214,0.5,0.5,.857
Malik Williams,TOR,C,25,7,2,15.3,2.7,5.4,2.1,3.3,0.3,0.4,0.6,0.4,1.3,4.9,.265,0.1,0.7,.200,0.0,0.3,.000
Timmy Allen,MEM,SF,24,5,0,25.0,2.6,3.4,0.8,2.6,1.0,0.8,0.0,0.4,1.2,4.6,.261,0.0,1.4,.000,0.2,0.4,.500
Moussa Diabaté,LAC,C,22,11,0,5.8,2.6,2.2,1.4,0.8,0.4,0.5,0.1,0.2,0.9,1.7,.526,0.0,0.0, ,0.8,1.3,.643
Otto Porter Jr.,TOR,SF,30,15,1,11.6,2.6,1.9,0.4,1.5,0.5,0.3,0.3,0.1,0.9,2.2,.424,0.5,1.5,.348,0.2,0.2,1.000
Alex Fudge,2TM,SF,20,6,0,6.7,2.5,0.8,0.7,0.2,0.0,0.5,0.0,0.3,1.0,2.5,.400,0.2,0.8,.200,0.3,0.3,1.000
Dylan Windler,3TM,SF,27,17,0,6.4,2.5,0.9,0.2,0.8,0.6,0.1,0.0,0.1,0.9,1.8,.500,0.8,1.6,.481,0.0,0.0, 
Greg Brown III,DAL,PF,22,6,0,6.7,2.5,1.5,0.5,1.0,0.7,0.0,0.7,0.7,0.8,1.8,.455,0.2,0.5,.333,0.7,1.5,.444
Furkan Korkmaz,PHI,SG,26,35,0,8.6,2.5,0.9,0.1,0.7,0.7,0.4,0.1,0.3,0.9,2.2,.395,0.4,1.1,.350,0.4,0.6,.700
Alex Len,SAC,C,30,48,0,9.3,2.5,2.7,1.0,1.7,1.0,0.2,0.7,0.6,1.0,1.7,.617,0.0,0.1,.000,0.4,0.7,.588
Markieff Morris,DAL,PF,34,26,1,8.3,2.5,1.5,0.2,1.3,0.6,0.2,0.1,0.5,0.9,2.6,.338,0.6,1.6,.357,0.2,0.2,.833
Harry Giles,2TM,C,25,23,0,4.3,2.4,1.3,0.5,0.8,0.3,0.1,0.1,0.3,1.0,2.2,.460,0.1,0.6,.214,0.3,0.6,.538
AJ Griffin,ATL,SF,20,20,0,8.6,2.4,0.9,0.1,0.8,0.3,0.1,0.1,0.4,0.9,3.1,.290,0.5,2.0,.256,0.1,0.1,1.000
Mouhamadou Gueye,TOR,PF,25,11,0,10.9,2.4,2.1,1.1,1.0,0.5,0.3,1.6,1.1,1.0,3.5,.289,0.0,0.3,.000,0.4,0.8,.444
Joe Harris,DET,SG,32,16,0,10.6,2.4,0.8,0.2,0.6,0.6,0.2,0.1,0.3,0.9,2.4,.359,0.6,1.9,.333,0.1,0.1,.500
Cory Joseph,GSW,PG,32,26,0,11.4,2.4,1.2,0.2,0.9,1.6,0.2,0.1,0.5,0.9,2.5,.359,0.5,1.6,.310,0.2,0.3,.571
Xavier Moon,LAC,SG,29,14,1,8.5,2.4,1.3,0.6,0.7,1.5,0.2,0.2,0.4,1.1,3.3,.326,0.1,1.2,.118,0.1,0.1,.500
Jamaree Bouyea,2TM,PG,24,9,0,10.6,2.3,2.1,0.3,1.8,1.2,0.1,0.0,1.0,1.1,3.1,.357,0.1,1.0,.111,0.0,0.0, 
Amari Bailey,CHO,PG,19,10,0,6.5,2.3,0.9,0.6,0.3,0.7,0.3,0.0,0.4,0.8,2.4,.333,0.1,0.8,.125,0.6,0.7,.857
Isaiah Mobley,CLE,PF,24,10,0,7.2,2.3,1.0,0.3,0.7,0.6,0.2,0.0,0.2,1.0,2.4,.417,0.3,1.0,.300,0.0,0.1,.000
Chuma Okeke,ORL,SF,25,47,8,9.2,2.3,1.7,0.4,1.3,0.4,0.2,0.1,0.3,0.9,2.4,.357,0.5,1.7,.280,0.1,0.1,.571
Olivier Sarr,OKC,C,24,15,0,6.5,2.3,2.4,0.7,1.7,0.1,0.0,0.5,0.2,0.7,1.3,.579,0.1,0.4,.333,0.7,1.0,.667
Dereon Seabron,NOP,SG,23,6,0,9.2,2.3,1.2,0.2,1.0,0.8,0.3,0.2,0.0,0.7,2.2,.308,0.2,0.3,.500,0.8,1.0,.833
Cole Swider,MIA,SF,24,18,0,4.8,2.3,0.4,0.1,0.3,0.3,0.1,0.1,0.4,0.8,2.1,.395,0.6,1.7,.333,0.1,0.1,1.000
Udoka Azubuike,PHO,C,24,16,0,7.1,2.2,2.0,0.7,1.3,0.2,0.1,0.4,0.3,1.0,1.4,.696,0.0,0.0, ,0.2,0.8,.231
Reggie Bullock,HOU,SF,32,44,0,9.5,2.2,1.7,0.1,1.5,0.3,0.3,0.1,0.2,0.8,1.9,.415,0.6,1.5,.403,0.0,0.0,1.000
Trent Forrest,ATL,SG,25,38,0,10.9,2.2,1.3,0.3,1.1,2.4,0.3,0.1,0.5,0.9,2.4,.378,0.1,0.3,.200,0.3,0.4,.765
Nate Hinton,HOU,SG,24,15,0,5.0,2.2,1.5,0.5,1.0,0.7,0.2,0.1,0.2,0.7,1.7,.423,0.5,0.9,.500,0.3,0.3,.800
Andre Jackson Jr.,MIL,SG,22,57,8,10.0,2.2,2.0,0.8,1.2,0.9,0.3,0.1,0.5,0.9,1.8,.500,0.3,0.8,.370,0.1,0.2,.727
Julian Phillips,CHI,SF,20,40,0,8.1,2.2,0.9,0.3,0.6,0.3,0.2,0.2,0.3,0.8,1.9,.416,0.3,1.0,.316,0.3,0.5,.684
Ish Wainright,2TM,SF,29,11,0,5.6,2.1,1.3,0.3,1.0,0.1,0.4,0.1,0.2,0.6,2.2,.292,0.6,1.8,.350,0.2,0.2,1.000
Colby Jones,SAC,SG,21,30,0,6.4,2.1,1.3,0.6,0.8,0.7,0.2,0.2,0.3,0.9,2.4,.394,0.1,0.7,.091,0.2,0.4,.545
Mamadi Diakite,2TM,PF,27,6,0,4.0,2.0,0.7,0.2,0.5,0.3,0.2,0.2,0.2,0.7,1.0,.667,0.0,0.2,.000,0.7,1.0,.667
Kobe Brown,LAC,PF,24,44,0,9.0,2.0,1.4,0.5,1.0,0.6,0.3,0.1,0.2,0.8,2.0,.411,0.3,1.1,.292,0.0,0.0,.500
JD Davison,BOS,SG,21,8,0,4.9,2.0,1.3,0.3,1.0,1.3,0.1,0.1,0.3,0.6,1.5,.417,0.4,0.9,.429,0.4,0.5,.750
Jordan Ford,SAC,PG,25,6,0,3.7,2.0,0.3,0.0,0.3,0.3,0.0,0.0,0.2,0.7,1.2,.571,0.3,0.5,.667,0.3,0.3,1.000
Kevon Harris,ORL,SG,26,2,0,3.0,2.0,1.0,0.0,1.0,0.5,0.0,0.0,0.5,1.0,1.5,.667,0.0,0.0, ,0.0,0.0, 
D'Moi Hodge,LAL,SG,25,7,0,5.9,2.0,0.0,0.0,0.0,0.7,0.1,0.1,0.1,0.7,2.1,.333,0.4,1.7,.250,0.1,0.3,.500
Ty Jerome,CLE,SG,26,2,0,7.5,2.0,0.5,0.5,0.0,1.5,0.0,0.0,0.5,1.0,2.0,.500,0.0,0.5,.000,0.0,0.0, 
Markquis Nowell,TOR,SG,24,1,0,4.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,.000,0.0,0.0, ,2.0,2.0,1.000
Jericho Sims,NYK,C,25,45,11,13.0,2.0,3.3,1.2,2.0,0.6,0.2,0.4,0.4,0.8,1.2,.691,0.0,0.0, ,0.4,0.5,.667
Lindell Wigginton,MIL,PG,25,3,0,2.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,1.7,.400,0.0,0.7,.000,0.7,0.7,1.000
Isaiah Wong,IND,SG,23,1,0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,.333,0.0,1.0,.000,0.0,0.0, 
Justin Minaya,POR,SF,24,34,1,11.2,1.8,1.6,0.9,0.8,0.6,0.3,0.3,0.3,0.6,2.2,.297,0.4,1.4,.245,0.1,0.3,.556
Daishen Nix,MIN,PG,21,15,0,3.3,1.8,0.2,0.1,0.1,0.4,0.3,0.0,0.3,0.6,1.6,.375,0.4,1.1,.353,0.2,0.4,.500
Cody Zeller,NOP,C,31,43,0,7.4,1.8,2.6,1.1,1.5,0.9,0.2,0.1,0.4,0.6,1.4,.419,0.0,0.1,.333,0.5,0.9,.605
Taj Gibson,2TM,PF,38,20,1,10.2,1.7,1.9,0.6,1.3,0.6,0.2,0.4,0.3,0.8,1.9,.405,0.1,0.5,.200,0.1,0.1,1.000
P.J. Tucker,2TM,PF,38,31,10,15.7,1.7,2.7,0.9,1.8,0.5,0.5,0.2,0.3,0.6,1.6,.360,0.4,1.1,.371,0.1,0.1,1.000
Kessler Edwards,SAC,SF,23,54,0,5.1,1.7,0.8,0.2,0.6,0.3,0.2,0.1,0.1,0.6,1.5,.415,0.4,1.0,.385,0.1,0.2,.556
Leonard Miller,MIN,SF,20,17,0,3.1,1.7,1.2,0.3,0.9,0.5,0.1,0.1,0.1,0.8,1.2,.650,0.1,0.3,.400,0.1,0.1,.500
Jason Preston,UTA,PG,24,7,0,10.1,1.7,2.4,0.9,1.6,2.3,0.3,0.1,0.3,0.9,2.7,.316,0.0,0.4,.000,0.0,0.0, 
Jordan Walsh,BOS,SF,19,9,1,9.2,1.7,2.2,0.6,1.7,0.6,0.6,0.1,0.3,0.7,1.7,.400,0.2,1.0,.222,0.1,0.2,.500
Jalen Hood-Schifino,LAL,SG,20,21,0,5.2,1.6,0.6,0.1,0.5,0.4,0.1,0.1,0.4,0.5,2.1,.222,0.1,0.7,.133,0.6,1.0,.600
Jett Howard,ORL,SF,20,18,0,3.7,1.6,0.4,0.1,0.3,0.3,0.1,0.1,0.2,0.6,1.7,.333,0.4,1.4,.280,0.1,0.2,.500
Seth Lundy,ATL,SF,23,9,0,5.8,1.6,0.8,0.1,0.7,0.0,0.0,0.0,0.1,0.4,1.9,.235,0.3,1.4,.231,0.3,0.4,.750
Jordan Miller,LAC,SF,24,8,0,3.5,1.6,0.6,0.4,0.3,0.0,0.0,0.0,0.1,0.6,1.1,.556,0.1,0.3,.500,0.3,0.3,1.000
Josh Minott,MIN,SF,21,32,0,2.8,1.6,0.5,0.1,0.4,0.3,0.2,0.2,0.1,0.5,1.1,.472,0.1,0.3,.400,0.4,0.4,.857
Jalen Pickett,DEN,SG,24,27,0,4.5,1.6,0.5,0.0,0.5,0.8,0.1,0.0,0.3,0.6,1.3,.429,0.3,0.9,.360,0.1,0.1,.750
Ibou Badji,POR,C,21,22,1,10.3,1.5,2.3,0.9,1.4,0.6,0.1,0.9,0.7,0.6,1.0,.636,0.0,0.0, ,0.3,0.5,.500
Colin Castleton,LAL,C,23,16,0,3.7,1.5,0.8,0.4,0.4,0.2,0.1,0.0,0.2,0.6,1.0,.563,0.0,0.0, ,0.4,0.4,1.000
Adam Flagler,OKC,SG,24,2,0,7.0,1.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5,3.5,.143,0.5,3.0,.167,0.0,0.0, 
Terry Taylor,CHI,PF,24,31,0,6.1,1.5,1.2,0.5,0.6,0.3,0.2,0.1,0.2,0.6,1.3,.513,0.1,0.3,.222,0.1,0.2,.800
Jack White,MEM,SF,26,4,0,16.0,1.5,3.0,1.0,2.0,0.3,1.0,0.3,0.5,0.5,4.0,.125,0.5,2.5,.200,0.0,0.0, 
Dariq Whitehead,BRK,SF,19,2,0,12.0,1.5,2.0,0.0,2.0,1.5,0.0,0.5,0.0,0.5,2.5,.200,0.0,1.5,.000,0.5,1.0,.500
Kendall Brown,IND,SG,20,15,0,4.2,1.4,0.3,0.2,0.1,0.3,0.0,0.0,0.1,0.5,1.0,.533,0.0,0.1,.000,0.3,0.5,.625
Mason Jones,SAC,SG,25,5,0,5.6,1.4,1.0,0.2,0.8,1.0,0.2,0.0,0.4,0.4,1.6,.250,0.4,1.4,.286,0.2,0.4,.500
Jerome Robinson,GSW,SG,26,22,0,3.7,1.4,0.3,0.0,0.2,0.2,0.0,0.1,0.1,0.5,1.5,.333,0.1,0.8,.118,0.3,0.5,.636
Jermaine Samuels,HOU,SF,25,14,0,4.3,1.4,0.9,0.2,0.7,0.2,0.1,0.1,0.0,0.6,1.0,.643,0.0,0.1,.000,0.1,0.1,1.000
Jacob Toppin,NYK,SF,23,9,0,4.2,1.4,0.8,0.3,0.4,0.3,0.0,0.1,0.1,0.6,1.0,.556,0.1,0.4,.250,0.2,0.2,1.000
R.J. Hampton,MIA,PG,22,8,2,9.5,1.3,0.8,0.3,0.5,1.0,0.0,0.0,0.4,0.5,1.8,.286,0.1,1.0,.125,0.1,0.3,.500
Nathan Mensah,CHO,C,25,25,0,12.3,1.3,2.6,1.2,1.4,0.4,0.2,0.6,0.6,0.5,1.1,.429,0.0,0.0, ,0.4,0.5,.750
Isaiah Thomas,PHO,PG,34,6,0,3.2,1.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.7,.300,0.3,0.7,.500,0.0,0.0, 
TyTy Washington Jr.,MIL,PG,22,11,0,5.1,1.3,0.5,0.1,0.4,0.5,0.3,0.0,0.2,0.5,1.8,.300,0.2,0.5,.333,0.0,0.0, 
Jay Huff,DEN,C,25,20,0,2.5,1.2,0.6,0.1,0.5,0.1,0.1,0.2,0.1,0.5,0.8,.600,0.2,0.5,.333,0.1,0.1,1.000
Keyontae Johnson,OKC,SF,23,9,0,7.3,1.2,1.1,0.4,0.7,0.4,0.1,0.0,0.4,0.6,1.8,.313,0.1,0.3,.333,0.0,0.0, 
Chris Livingston,MIL,SF,20,21,0,4.3,1.2,1.0,0.1,0.9,0.2,0.1,0.0,0.2,0.5,1.0,.500,0.0,0.2,.200,0.1,0.2,.750
Braxton Key,DEN,SF,26,20,0,3.0,1.1,0.9,0.2,0.8,0.5,0.1,0.1,0.1,0.4,0.9,.412,0.1,0.3,.400,0.3,0.4,.750
Robin Lopez,MIL,C,35,16,2,4.1,1.1,0.3,0.2,0.1,0.3,0.1,0.2,0.1,0.4,1.2,.368,0.1,0.5,.250,0.1,0.1,1.000
Admiral Schofield,ORL,PF,26,23,0,3.7,1.1,0.7,0.1,0.6,0.3,0.0,0.0,0.2,0.4,1.1,.385,0.3,0.7,.375,0.0,0.1,.000
Hunter Tyson,DEN,PF,23,18,0,2.7,1.1,0.5,0.1,0.4,0.1,0.1,0.0,0.1,0.4,1.1,.400,0.2,0.8,.286,0.0,0.0, 
Filip Petrušev,2TM,C,23,3,0,3.3,1.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.7,.500,0.0,0.0, ,0.3,0.7,.500
Hamidou Diallo,WAS,SG,25,2,0,2.5,1.0,1.0,1.0,0.0,0.5,1.0,0.0,0.5,0.5,1.0,.500,0.0,0.0, ,0.0,0.0, 
Frank Ntilikina,CHO,PG,25,5,0,8.6,1.0,1.2,0.2,1.0,0.8,0.0,0.0,0.2,0.2,1.8,.111,0.2,1.6,.125,0.4,0.4,1.000
Joshua Primo,LAC,SG,21,2,0,5.0,1.0,0.5,0.5,0.0,0.0,0.0,0.5,2.0,0.5,1.5,.333,0.0,0.5,.000,0.0,0.0, 
Thanasis Antetokounmpo,MIL,PF,31,34,0,4.6,0.9,0.4,0.2,0.2,0.5,0.2,0.1,0.4,0.5,0.9,.533,0.0,0.0,.000,0.0,0.1,.000
James Johnson,IND,PF,36,9,0,5.2,0.9,0.4,0.1,0.3,0.9,0.6,0.1,0.6,0.3,1.1,.300,0.0,0.2,.000,0.2,0.2,1.000
Charlie Brown Jr.,NYK,SG,26,8,0,4.6,0.8,0.3,0.1,0.1,0.0,0.0,0.3,0.3,0.3,1.3,.200,0.3,0.9,.286,0.0,0.0, 
DaQuan Jeffries,NYK,SG,26,17,0,2.7,0.8,0.3,0.0,0.3,0.3,0.0,0.1,0.2,0.4,1.0,.353,0.1,0.6,.200,0.0,0.1,.000
Shaquille Harrison,MEM,SG,30,3,0,2.0,0.7,0.7,0.0,0.7,0.0,0.0,0.3,0.0,0.3,0.7,.500,0.0,0.0, ,0.0,0.0, 
Quenton Jackson,IND,PG,25,3,0,3.7,0.7,1.3,0.0,1.3,0.7,0.3,0.0,0.0,0.0,0.3,.000,0.0,0.0, ,0.7,0.7,1.000
Wendell Moore Jr.,MIN,SG,22,25,0,3.0,0.7,0.5,0.0,0.5,0.2,0.2,0.0,0.2,0.4,0.7,.500,0.0,0.2,.000,0.0,0.0, 
Jalen Slawson,SAC,SF,24,12,0,3.1,0.7,0.6,0.1,0.5,0.2,0.1,0.1,0.2,0.3,0.5,.667,0.0,0.2,.000,0.0,0.0, 
Pat Spencer,GSW,PG,27,6,0,4.3,0.7,0.7,0.3,0.3,0.8,0.0,0.0,0.2,0.3,0.7,.500,0.0,0.3,.000,0.0,0.0, 
Alondes Williams,MIA,SG,24,7,0,2.3,0.7,0.1,0.0,0.1,0.0,0.0,0.1,0.3,0.3,1.1,.250,0.0,0.6,.000,0.1,0.1,1.000
Juan Toscano-Anderson,SAC,SF,30,11,0,4.8,0.6,1.3,0.4,0.9,0.4,0.1,0.1,0.2,0.3,1.1,.250,0.1,0.4,.250,0.0,0.0, 
Usman Garuba,GSW,PF,21,6,0,3.0,0.5,1.2,0.5,0.7,0.2,0.2,0.5,0.3,0.2,1.0,.167,0.0,0.2,.000,0.2,0.3,.500
E.J. Liddell,NOP,PF,23,8,0,2.9,0.5,0.6,0.0,0.6,0.1,0.3,0.3,0.3,0.1,0.8,.167,0.0,0.6,.000,0.3,0.3,1.000
Pete Nance,CLE,PF,23,8,0,3.4,0.4,0.4,0.0,0.4,0.0,0.1,0.0,0.1,0.1,0.8,.167,0.1,0.1,1.000,0.0,0.3,.000
Maxwell Lewis,LAL,SF,21,34,0,3.0,0.3,0.1,0.1,0.1,0.2,0.1,0.0,0.3,0.1,0.6,.190,0.0,0.3,.111,0.1,0.1,.667
Ryan Arcidiacono,NYK,PG,29,20,0,2.3,0.0,0.4,0.0,0.4,0.2,0.1,0.0,0.1,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0, 
Malcolm Cazalon,DET,SG,22,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, ,0.0,0.0, ,0.0,0.0, 
Jalen Crutcher,NOP,PG,24,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,.000,0.0,0.0, ,0.0,0.0, 
Andrew Funk,CHI,SG,24,5,0,2.6,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.8,.000,0.0,0.6,.000,0.0,0.0, 
Kaiser Gates,NOP,SF,27,1,0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,.000,0.0,2.0,.000,0.0,0.0, 
Danny Green,PHI,SG,36,2,0,9.0,0.0,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,.000,0.0,0.5,.000,0.0,0.0, 
Ron Harper Jr.,TOR,PF,23,1,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0, ,0.0,0.0, ,0.0,0.0, 
Justin Jackson,MIN,SF,28,2,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, ,0.0,0.0, ,0.0,0.0, 
Dmytro Skapintsev,NYK,C,25,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,.000,0.0,0.0, ,0.0,0.0, 
Javonte Smart,PHI,PG,24,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, ,0.0,0.0, ,0.0,0.0, 
League Average, , , , , , , , , , , , , , , , ,.474, , ,.366, , ,.784
